43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844765;1.5887179
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844803;1.5887311
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
43.5844917;1.5887327
